direction,model,seed,accuracy,balanced_accuracy,macro_f1,weighted_f1,n_cells,error_prevalence,error_auroc_predictive,error_auprc_predictive,error_auroc_latent,error_auprc_latent,nll,brier,ece_equal_frequency,ece_equal_width,aurc,aurc_latent,median_predictive_uncertainty,median_latent_uncertainty,spearman_upred_ulatent,spearman_upred_ulatent_p,spearman_ulatent_neglog_trueclass,spearman_ulatent_neglog_trueclass_p,median_latent_uncertainty_correct,median_latent_uncertainty_incorrect,median_predictive_uncertainty_correct,median_predictive_uncertainty_incorrect,error_rate_top_10pct,error_rate_top_20pct,error_rate_bottom_20pct,error_enrichment_top10_over_bottom20,source_training_epochs,query_epochs,runtime,gpu_peak_mb,rss_peak_mb
direction_A,scvi_matched,10,0.7824280201840309,0.6511582220807299,0.6497789763880057,0.7750054353062602,3369,0.21757197981596912,0.8559984846195091,0.5514682578474761,0.5311633754065339,0.24070148340072417,0.5697165117709379,0.29331142884746086,0.03411337477618066,0.03397339571827984,0.05967164773252221,0.19189425547023942,0.09595102071762085,0.12107469141483307,0.023769337449706676,0.1677934576112083,0.025508170860935202,0.13880269922887103,0.12092282623052597,0.12182198464870453,0.035306066274642944,0.4052572250366211,0.6112759643916914,0.5563798219584569,0.0,inf,200,200,170.34425942899998,309.50439453125,3892.36328125
direction_A,scvi_matched,11,0.7877708518848323,0.6569084683783862,0.6561055124868965,0.7817442270511124,3369,0.21222914811516772,0.8550566238584324,0.5634154325918741,0.5642466049398981,0.253028919365031,0.5579381314582237,0.28749148497029514,0.02067682427445658,0.024880211854518858,0.05857693356892738,0.1719586979557766,0.11691975593566895,0.15311212837696075,0.09950323706955606,7.135685353342744e-09,0.11742515829816763,8.095155389677873e-12,0.15254300832748413,0.15507161617279053,0.04714486002922058,0.4159642457962036,0.6350148367952523,0.5548961424332344,0.002967359050445104,214.0,200,200,169.47888895000006,309.50439453125,4218.3515625
direction_A,scvi_matched,12,0.7889581478183437,0.6637611810811412,0.6632728270657727,0.7831350004872462,3369,0.21104185218165628,0.8385184338551772,0.5036552246450706,0.5730229257745902,0.2438106045345757,0.5691901729327362,0.2947959115704748,0.03584866496850701,0.0388187859179748,0.06149627307416954,0.1662824815683103,0.10244369506835938,0.153075709939003,0.172142525337567,8.03572963887262e-24,0.16726573073302528,1.4566243749605793e-22,0.15271583199501038,0.15454043447971344,0.03348100185394287,0.3892155885696411,0.5311572700296736,0.49851632047477745,0.001483679525222552,358.0,200,200,168.99110796000014,309.50439453125,4453.4921875
direction_A,scvi_matched,13,0.7913327396853665,0.6616549677297502,0.6708053391551421,0.7844593595904027,3369,0.20866726031463342,0.8296119193382984,0.49445471863305873,0.550330061178168,0.24061762888891158,0.5609426587852149,0.2927748372685354,0.034212512595252265,0.03586671842634236,0.06316215552248673,0.18349321067403804,0.09522020816802979,0.07463996112346649,0.15186533317178597,7.795071044402187e-19,0.13174797087407886,1.6195911108961072e-14,0.07437221705913544,0.07568195462226868,0.03244432806968689,0.36356741189956665,0.5489614243323442,0.49851632047477745,0.001483679525222552,369.99999999999994,200,200,169.30741482699977,309.50439453125,4726.0390625
direction_A,scvi_matched,14,0.8005342831700801,0.6628084994304942,0.660432161146237,0.7942395612553078,3369,0.19946571682991987,0.8505559528223599,0.5464965245557947,0.4969553913519431,0.20111440833721406,0.5384233820927582,0.2762707685845134,0.033878604668331064,0.035552012655882925,0.05477611585254007,0.1893178166390436,0.07749247550964355,0.07370192557573318,-0.10935381710483126,1.966039030967363e-10,-0.1027040105187987,2.303010379512091e-09,0.0738225132226944,0.07323046028614044,0.030535340309143066,0.37069767713546753,0.5845697329376854,0.516320474777448,0.0,inf,200,200,168.27651177600046,309.50439453125,5060.16796875
direction_A,scvi_matched,15,0.790442267735233,0.6486141143124801,0.6548419379111673,0.7799734291634006,3369,0.20955773226476698,0.8280427726934735,0.5038449501652356,0.5104841394878298,0.21714102512863553,0.5748857827493724,0.297975403910434,0.039082574486980166,0.03678190145109698,0.06403732148558353,0.19280319478930372,0.10309463739395142,0.13227282464504242,0.029482481179376848,0.08708275447935511,0.027305607017801936,0.11305519189330016,0.13242866098880768,0.1319361925125122,0.03902435302734375,0.3479655086994171,0.5608308605341247,0.49554896142433236,0.001483679525222552,378.0,200,200,169.33809227700021,309.50439453125,5363.765625
direction_A,scvi_matched,16,0.8023152270703473,0.6630208425135957,0.6508754327188956,0.7915352053598634,3369,0.19768477292965272,0.8432539087367057,0.5051950455534511,0.5548234138689189,0.2383247266544702,0.5550432421209001,0.27951976749083424,0.023495991025136602,0.025945602449828714,0.05551232360234551,0.1683506042698186,0.09277874231338501,0.0863107442855835,0.2555815005960112,2.1803121836337662e-51,0.22220984833217666,5.833266380541531e-39,0.08614929765462875,0.08766764402389526,0.03664195537567139,0.39323610067367554,0.5519287833827893,0.5044510385756676,0.0,inf,200,200,169.48030586899995,309.50439453125,5617.46875
direction_A,scvi_matched,17,0.7919263876521223,0.6689079328574198,0.6539423546879054,0.7803404111474289,3369,0.20807361234787772,0.8387316684026033,0.5340137642612166,0.46331327916640824,0.18836271033832175,0.5914240332390297,0.29240752122705665,0.029551482158161547,0.027615559617713725,0.0613599951800326,0.21618752702508565,0.09933137893676758,0.12734496593475342,-0.19367999774997935,7.834769884244662e-30,-0.1572702602841715,4.2214166068755384e-20,0.12787923216819763,0.12603846192359924,0.046291738748550415,0.38926541805267334,0.5934718100890207,0.5252225519287834,0.002967359050445104,199.99999999999997,200,200,172.3496408530009,309.50439453125,5917.0390625
direction_A,scvi_matched,18,0.8127040664885723,0.67294530710106,0.6870810379356025,0.8038977877726612,3369,0.18729593351142773,0.8470554119459761,0.5025030306235363,0.540073150205073,0.22119539687879805,0.5039317176714868,0.2617898611593368,0.02420874814422452,0.023933903758410476,0.05085180344921724,0.16295666096173264,0.08281862735748291,0.12998685240745544,0.1371076802940136,1.317231346179714e-15,0.1302138600583411,3.2605120865721025e-14,0.12981191277503967,0.13096049427986145,0.03235983848571777,0.3911502957344055,0.5637982195845698,0.4896142433234421,0.001483679525222552,380.0,200,200,169.76105146699956,309.50439453125,6159.23046875
direction_A,scvi_matched,19,0.8150786583555951,0.6789059256773922,0.6809666573326228,0.8036569711388549,3369,0.18492134164440488,0.8462868506241094,0.4969622406153216,0.6584888102233044,0.28961796082051594,0.524130167544524,0.26214964243228484,0.02117014056003635,0.019463994725764638,0.05024963106099335,0.1130579567455472,0.0801243782043457,0.05581395700573921,0.4543493373497126,2.685944764045918e-171,0.44514193476208636,1.0686469297832848e-163,0.05407959967851639,0.06266635656356812,0.03481611609458923,0.3813673257827759,0.5370919881305638,0.4940652818991098,0.001483679525222552,362.0,200,200,169.47411699900113,309.50439453125,6477.359375
