direction,seed,metric,delta_mean_bootstrap,cell_bootstrap_ci_low,cell_bootstrap_ci_high,excludes_zero
direction_B,13,brier,-0.06251875308224665,-0.07252815043212782,-0.052761442611523435,True
direction_B,13,aurc,-0.02011535030341107,-0.024697699995045723,-0.015443013987296014,True
direction_B,14,error_auroc_predictive,0.005096870400531544,-0.0067640510876572964,0.01666200848605094,False
direction_B,14,error_auprc_predictive,-0.04797386573147188,-0.0860346779452071,-0.01385886594932149,True
direction_B,14,ece_equal_frequency,-0.04201371276831363,-0.05429314272915465,-0.030190606573178094,True
direction_B,14,brier,-0.06718628600971112,-0.07873999946731108,-0.056590559820987416,True
direction_B,14,aurc,-0.021559381986360534,-0.026183780219092585,-0.016479224411380927,True
direction_B,15,error_auroc_predictive,0.011381775133368702,-0.0019765611178615356,0.023949993718481888,False
direction_B,15,error_auprc_predictive,-0.043958468478189655,-0.08213210395901761,-0.0026053911125777664,True
direction_B,15,ece_equal_frequency,-0.011299841800900733,-0.023449652405901692,0.002000730723394985,False
direction_B,15,brier,-0.06777412382016323,-0.07814353985768728,-0.057446412642700506,True
direction_B,15,aurc,-0.021458907602661,-0.026385190033657947,-0.016472363010142366,True
direction_B,16,error_auroc_predictive,0.00915885980132045,-0.0017265959617586838,0.02033419487748667,False
direction_B,16,error_auprc_predictive,-0.03243958235534368,-0.06627827468184534,0.0027251396839844447,False
direction_B,16,ece_equal_frequency,-0.020869292954843688,-0.0302061813508081,-0.011705914331383946,True
direction_B,16,brier,-0.04629057863759942,-0.05386874397907473,-0.03903017851010348,True
direction_B,16,aurc,-0.010902864897197752,-0.014167953117649575,-0.007564577048127048,True
direction_B,17,error_auroc_predictive,-0.004520156449693085,-0.018290999703956687,0.009131960181734459,False
direction_B,17,error_auprc_predictive,-0.09589215561462591,-0.1339075538951339,-0.054810253212491875,True
direction_B,17,ece_equal_frequency,-0.02365595760336864,-0.03585711462875437,-0.011594790573925855,True
direction_B,17,brier,-0.05199151755378891,-0.06074207050120209,-0.041586122182680964,True
direction_B,17,aurc,-0.01606321835470659,-0.020925356154721075,-0.01086276499180873,True
direction_B,18,error_auroc_predictive,0.014434395779027652,0.002560563898935045,0.027134070190574892,True
direction_B,18,error_auprc_predictive,-0.03471974046526363,-0.0771012587993189,0.00789305564927241,False
direction_B,18,ece_equal_frequency,0.0008504583462323201,-0.01169952020826134,0.011779276609650634,False
direction_B,18,brier,-0.05957742610552763,-0.07032690929537848,-0.048427081066206475,True
direction_B,18,aurc,-0.01775057805503333,-0.022318690413206426,-0.013251601112493685,True
direction_B,19,error_auroc_predictive,-0.000303198170865421,-0.011468243312822594,0.011113317979549025,False
direction_B,19,error_auprc_predictive,-0.04988011183942008,-0.08624056123553209,-0.013437510242875915,True
direction_B,19,ece_equal_frequency,0.01392262978221169,0.0026009667406794216,0.02693569154068227,True
direction_B,19,brier,-0.042950984556029824,-0.05354722736541278,-0.03333916630919079,True
direction_B,19,aurc,-0.012286275369654145,-0.017192696841537503,-0.007794544082341077,True
