direction,seed,metric,scvi,totalvi,delta
direction_B,2,error_auroc_predictive,0.8546178198301987,0.8401676492135017,-0.014450170616696956
direction_B,3,error_auroc_predictive,0.874269013410581,0.8704005670061411,-0.0038684464044399514
direction_B,4,error_auroc_predictive,0.8450318851411626,0.880108939519809,0.03507705437864639
direction_B,5,error_auroc_predictive,0.8432300933099715,0.8688631780739761,0.02563308476400461
direction_B,6,error_auroc_predictive,0.8519957345542457,0.8584808866404575,0.0064851520862118095
direction_B,7,error_auroc_predictive,0.8498695240496488,0.847133390281059,-0.0027361337685897213
direction_B,8,error_auroc_predictive,0.8732999171235497,0.8615775743138541,-0.01172234280969564
direction_B,9,error_auroc_predictive,0.8689761447202585,0.8663002638398718,-0.0026758808803867273
direction_B,10,error_auroc_predictive,0.8627850801717813,0.8759810790043703,0.013195998832588929
direction_B,11,error_auroc_predictive,0.8462117908991066,0.8315015005856208,-0.014710290313485808
direction_B,12,error_auroc_predictive,0.8689274257343028,0.8496359709527984,-0.019291454781504402
direction_B,13,error_auroc_predictive,0.8561784085385283,0.8669497443846075,0.010771335846079144
direction_B,14,error_auroc_predictive,0.8496943038289284,0.8547659651669085,0.0050716613379800934
direction_B,15,error_auroc_predictive,0.8340833694037315,0.8456633072648537,0.011579937861122214
direction_B,16,error_auroc_predictive,0.84826335804661,0.8574697930451111,0.009206434998501045
direction_B,17,error_auroc_predictive,0.8471737557265,0.8432311848355668,-0.003942570890933195
direction_B,18,error_auroc_predictive,0.8446280640180412,0.8590550987123974,0.014427034694356133
direction_B,19,error_auroc_predictive,0.8575905384149585,0.8570732344387568,-0.000517303976201644
direction_B,0,error_auprc_predictive,0.6073083790827701,0.6139366488085434,0.006628269725773239
direction_B,1,error_auprc_predictive,0.5969335045679829,0.5555183240710331,-0.04141518049694981
direction_B,2,error_auprc_predictive,0.5829924502421219,0.5374379819404532,-0.04555446830166865
direction_B,3,error_auprc_predictive,0.663581842969044,0.5410934861632158,-0.12248835680582815
direction_B,4,error_auprc_predictive,0.5978400506692806,0.6005469075442069,0.0027068568749263333
direction_B,5,error_auprc_predictive,0.5999340908809795,0.5359554168331065,-0.06397867404787294
direction_B,6,error_auprc_predictive,0.6033022509486203,0.569460240171479,-0.03384201077714133
direction_B,7,error_auprc_predictive,0.6094226612910864,0.5778253128351002,-0.03159734845598616
direction_B,8,error_auprc_predictive,0.6330440878748668,0.5694027285054215,-0.06364135936944526
direction_B,9,error_auprc_predictive,0.6335290154916673,0.5647748864203056,-0.06875412907136169
direction_B,10,error_auprc_predictive,0.6064425387574675,0.6144421014906626,0.007999562733195131
direction_B,11,error_auprc_predictive,0.6099820502305459,0.5861530495747245,-0.023829000655821386
direction_B,12,error_auprc_predictive,0.6053400418877889,0.5728312085849337,-0.032508833302855145
direction_B,13,error_auprc_predictive,0.6494712216131486,0.5764496683488946,-0.07302155326425408
direction_B,14,error_auprc_predictive,0.6395729331428441,0.5909603923510763,-0.0486125407917678
direction_B,15,error_auprc_predictive,0.5817812521753826,0.5377476963289142,-0.0440335558464684
direction_B,16,error_auprc_predictive,0.6089951200318379,0.5757156520569677,-0.033279467974870136
direction_B,17,error_auprc_predictive,0.6446429411214004,0.5493631396272433,-0.09527980149415716
direction_B,18,error_auprc_predictive,0.5690700833795977,0.5343503810787844,-0.03471970230081334
direction_B,19,error_auprc_predictive,0.6290536136351644,0.5785334917036502,-0.05052012193151423
direction_B,0,nll,0.5953170548513134,0.558148884399083,-0.03716817045223042
direction_B,1,nll,0.8446472707606427,0.662662011179752,-0.18198525958089073
direction_B,2,nll,0.6889239898509647,0.5436719639887324,-0.1452520258622323
direction_B,3,nll,0.7423752792683521,0.4997247691188909,-0.2426505101494612
direction_B,4,nll,0.6895819741423774,0.5396625553650584,-0.14991941877731907
direction_B,5,nll,0.7844794074255356,0.4713321588494527,-0.3131472485760829
direction_B,6,nll,0.7932342580509949,0.5670383466995739,-0.22619591135142103
direction_B,7,nll,0.674122581832578,0.5851949376900868,-0.08892764414249121
