true,predicted,normalized,direction,model,seed,label_level
gdT,CD16 Mono,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,CD16 Mono,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,CD4 CTL,0.14634146341463414,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,CD4 CTL,0.02040816326530612,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,CD4 CTL,0.00398406374501992,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,CD4 CTL,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,CD4 Naive,0.7751322751322751,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,CD4 Naive,0.18042813455657492,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,CD4 Naive,0.003676470588235294,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,CD4 Naive,0.041666666666666664,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,CD4 Naive,0.029411764705882353,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,CD4 Naive,0.02040816326530612,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,CD4 Naive,0.0847457627118644,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,CD4 Naive,0.6428571428571429,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,CD4 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,CD4 TCM,0.2037037037037037,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,CD4 TCM,0.7339449541284404,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,CD4 TCM,0.20955882352941177,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,CD4 TCM,0.08823529411764706,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,CD4 TCM,0.4489795918367347,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,CD4 TCM,0.6440677966101694,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,CD4 TCM,0.14285714285714285,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,CD4 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,CD4 TEM,0.5609756097560976,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,CD4 TEM,0.01529051987767584,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,CD4 TEM,0.6066176470588235,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,CD4 TEM,0.058823529411764705,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,CD4 TEM,0.04081632653061224,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,CD4 TEM,0.05102040816326531,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,CD4 TEM,0.041666666666666664,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,CD4 TEM,0.03389830508474576,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,CD4 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,CD8 Naive,0.013227513227513227,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,CD8 Naive,0.9583333333333334,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,CD8 Naive,0.20588235294117646,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,CD8 Naive,0.07142857142857142,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,CD8 Naive,0.014084507042253521,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,CD8 Naive,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,CD8 TCM,0.024390243902439025,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,CD8 TCM,0.007936507936507936,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,CD8 TCM,0.009174311926605505,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,CD8 TCM,0.08823529411764706,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,CD8 TCM,0.5294117647058824,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,CD8 TCM,0.09523809523809523,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,CD8 TCM,0.030612244897959183,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,CD8 TCM,0.07142857142857142,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,CD8 TCM,0.07042253521126761,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,CD8 TCM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,CD8 TEM,0.1951219512195122,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,CD8 TEM,0.022058823529411766,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,CD8 TEM,0.6666666666666666,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,CD8 TEM,0.1267605633802817,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,CD8 TEM,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,Eryth,0.0021344717182497333,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,Eryth,0.01834862385321101,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,Eryth,0.003676470588235294,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,Eryth,0.5232558139534884,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,Eryth,0.061224489795918366,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,Eryth,0.041666666666666664,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,Eryth,0.05084745762711865,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,Eryth,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,ILC,0.027522935779816515,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,ILC,0.03676470588235294,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,ILC,0.37755102040816324,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,ILC,0.01694915254237288,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,ILC,0.014084507042253521,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,MAIT,0.07317073170731707,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,MAIT,0.022058823529411766,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,MAIT,0.04081632653061224,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,MAIT,0.8333333333333334,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,MAIT,0.18309859154929578,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,NK,0.06802721088435375,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,NK,0.9920318725099602,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,NK,0.13333333333333333,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,NK,0.22535211267605634,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,NK_CD56bright,0.00398406374501992,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,NK_CD56bright,0.7333333333333333,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,Treg,0.012658227848101266,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,Treg,0.0061162079510703364,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,Treg,0.003676470588235294,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Treg,Treg,0.13559322033898305,pbmc10k_to_pbmc5k,scvi_matched,4,l2
cDC2,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
dnT,Treg,0.07142857142857142,pbmc10k_to_pbmc5k,scvi_matched,4,l2
gdT,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
pDC,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B intermediate,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B memory,cDC2,0.012658227848101266,pbmc10k_to_pbmc5k,scvi_matched,4,l2
B naive,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD14 Mono,cDC2,0.0010672358591248667,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD16 Mono,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 CTL,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 Naive,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TCM,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD4 TEM,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 Naive,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TCM,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
CD8 TEM,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
Eryth,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
ILC,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
MAIT,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
NK_CD56bright,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2
