true,predicted,normalized,direction,model,seed,label_level
NK_CD56bright,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Treg,ILC,0.01694915254237288,pbmc10k_to_pbmc5k,scvi_matched,0,l2
cDC2,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
dnT,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
gdT,ILC,0.014084507042253521,pbmc10k_to_pbmc5k,scvi_matched,0,l2
pDC,ILC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B intermediate,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B memory,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B naive,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD14 Mono,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD16 Mono,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 CTL,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 Naive,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TCM,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TEM,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 Naive,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TCM,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TEM,MAIT,0.02040816326530612,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Eryth,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
ILC,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
MAIT,MAIT,0.6666666666666666,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK_CD56bright,MAIT,0.1,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Treg,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
cDC2,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
dnT,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
gdT,MAIT,0.2535211267605634,pbmc10k_to_pbmc5k,scvi_matched,0,l2
pDC,MAIT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B intermediate,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B memory,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B naive,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD14 Mono,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD16 Mono,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 CTL,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 Naive,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TCM,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TEM,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 Naive,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TCM,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TEM,NK,0.061224489795918366,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Eryth,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
ILC,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
MAIT,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK,NK,0.9960159362549801,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK_CD56bright,NK,0.13333333333333333,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Treg,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
cDC2,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
dnT,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
gdT,NK,0.28169014084507044,pbmc10k_to_pbmc5k,scvi_matched,0,l2
pDC,NK,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B intermediate,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B memory,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B naive,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD14 Mono,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD16 Mono,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 CTL,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 Naive,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TCM,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TEM,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 Naive,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TCM,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TEM,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Eryth,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
ILC,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
MAIT,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK,NK_CD56bright,0.00398406374501992,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK_CD56bright,NK_CD56bright,0.7333333333333333,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Treg,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
cDC2,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
dnT,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
gdT,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
pDC,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B intermediate,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B memory,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B naive,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD14 Mono,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD16 Mono,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 CTL,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 Naive,Treg,0.0026455026455026454,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TCM,Treg,0.0030581039755351682,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TEM,Treg,0.003676470588235294,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 Naive,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TCM,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TEM,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Eryth,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
ILC,Treg,0.01020408163265306,pbmc10k_to_pbmc5k,scvi_matched,0,l2
MAIT,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK_CD56bright,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Treg,Treg,0.2711864406779661,pbmc10k_to_pbmc5k,scvi_matched,0,l2
cDC2,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
dnT,Treg,0.07142857142857142,pbmc10k_to_pbmc5k,scvi_matched,0,l2
gdT,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
pDC,Treg,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B intermediate,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B memory,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B naive,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD14 Mono,cDC2,0.0010672358591248667,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD16 Mono,cDC2,0.015267175572519083,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 CTL,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 Naive,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TCM,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TEM,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 Naive,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TCM,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TEM,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Eryth,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
ILC,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
MAIT,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK_CD56bright,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Treg,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
cDC2,cDC2,0.944,pbmc10k_to_pbmc5k,scvi_matched,0,l2
dnT,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
gdT,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
pDC,cDC2,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B intermediate,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B memory,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B naive,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD14 Mono,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD16 Mono,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 CTL,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 Naive,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TCM,dnT,0.0030581039755351682,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TEM,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 Naive,dnT,0.020833333333333332,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TCM,dnT,0.029411764705882353,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TEM,dnT,0.006802721088435374,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Eryth,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
ILC,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
MAIT,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK_CD56bright,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Treg,dnT,0.01694915254237288,pbmc10k_to_pbmc5k,scvi_matched,0,l2
cDC2,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
dnT,dnT,0.07142857142857142,pbmc10k_to_pbmc5k,scvi_matched,0,l2
gdT,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
pDC,dnT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B intermediate,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B memory,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B naive,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD14 Mono,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD16 Mono,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 CTL,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 Naive,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TCM,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TEM,gdT,0.011029411764705883,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 Naive,gdT,0.041666666666666664,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TCM,gdT,0.11764705882352941,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TEM,gdT,0.07482993197278912,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Eryth,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
ILC,gdT,0.01020408163265306,pbmc10k_to_pbmc5k,scvi_matched,0,l2
MAIT,gdT,0.041666666666666664,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK_CD56bright,gdT,0.03333333333333333,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Treg,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
cDC2,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
dnT,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
gdT,gdT,0.29577464788732394,pbmc10k_to_pbmc5k,scvi_matched,0,l2
pDC,gdT,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B intermediate,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B memory,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B naive,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD14 Mono,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD16 Mono,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 CTL,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 Naive,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TCM,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD4 TEM,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 Naive,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TCM,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
CD8 TEM,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Eryth,pDC,0.011627906976744186,pbmc10k_to_pbmc5k,scvi_matched,0,l2
ILC,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
MAIT,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
NK_CD56bright,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
Treg,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
cDC2,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
dnT,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
gdT,pDC,0.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
pDC,pDC,1.0,pbmc10k_to_pbmc5k,scvi_matched,0,l2
B intermediate,B intermediate,0.7272727272727273,pbmc10k_to_pbmc5k,totalvi,0,l2
B memory,B intermediate,0.17721518987341772,pbmc10k_to_pbmc5k,totalvi,0,l2
B naive,B intermediate,0.0078125,pbmc10k_to_pbmc5k,totalvi,0,l2
CD14 Mono,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD16 Mono,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 CTL,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 Naive,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TCM,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TEM,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 Naive,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 TCM,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 TEM,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
Eryth,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
ILC,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
MAIT,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
NK,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
NK_CD56bright,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
Treg,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
cDC2,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
dnT,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
gdT,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
pDC,B intermediate,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B intermediate,B memory,0.22727272727272727,pbmc10k_to_pbmc5k,totalvi,0,l2
B memory,B memory,0.8227848101265823,pbmc10k_to_pbmc5k,totalvi,0,l2
B naive,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD14 Mono,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD16 Mono,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 CTL,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 Naive,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TCM,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TEM,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 Naive,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 TCM,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 TEM,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
Eryth,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
ILC,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
MAIT,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
NK,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
NK_CD56bright,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
Treg,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
cDC2,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
dnT,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
gdT,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
pDC,B memory,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B intermediate,B naive,0.045454545454545456,pbmc10k_to_pbmc5k,totalvi,0,l2
B memory,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B naive,B naive,0.9921875,pbmc10k_to_pbmc5k,totalvi,0,l2
CD14 Mono,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD16 Mono,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 CTL,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 Naive,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TCM,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TEM,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 Naive,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 TCM,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 TEM,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
Eryth,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
ILC,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
MAIT,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
NK,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
NK_CD56bright,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
Treg,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
cDC2,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
dnT,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
gdT,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
pDC,B naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B intermediate,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B memory,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B naive,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD14 Mono,CD14 Mono,0.9925293489861259,pbmc10k_to_pbmc5k,totalvi,0,l2
CD16 Mono,CD14 Mono,0.13740458015267176,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 CTL,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 Naive,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TCM,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TEM,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 Naive,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 TCM,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 TEM,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
Eryth,CD14 Mono,0.4186046511627907,pbmc10k_to_pbmc5k,totalvi,0,l2
ILC,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
MAIT,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
NK,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
NK_CD56bright,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
Treg,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
cDC2,CD14 Mono,0.144,pbmc10k_to_pbmc5k,totalvi,0,l2
dnT,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
gdT,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
pDC,CD14 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B intermediate,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B memory,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B naive,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD14 Mono,CD16 Mono,0.0010672358591248667,pbmc10k_to_pbmc5k,totalvi,0,l2
CD16 Mono,CD16 Mono,0.8625954198473282,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 CTL,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 Naive,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TCM,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TEM,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 Naive,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 TCM,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 TEM,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
Eryth,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
ILC,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
MAIT,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
NK,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
NK_CD56bright,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
Treg,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
cDC2,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
dnT,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
gdT,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
pDC,CD16 Mono,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B intermediate,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B memory,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B naive,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD14 Mono,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD16 Mono,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 CTL,CD4 CTL,0.17073170731707318,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 Naive,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TCM,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TEM,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 Naive,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 TCM,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD8 TEM,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
Eryth,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
ILC,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
MAIT,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
NK,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
NK_CD56bright,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
Treg,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
cDC2,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
dnT,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
gdT,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
pDC,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B intermediate,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B memory,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
B naive,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD14 Mono,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD16 Mono,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 CTL,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 Naive,CD4 Naive,0.8915343915343915,pbmc10k_to_pbmc5k,totalvi,0,l2
CD4 TCM,CD4 Naive,0.18654434250764526,pbmc10k_to_pbmc5k,totalvi,0,l2
