direction,model,cell_type,source_support,target_support,accuracy,f1,error_rate,median_predictive_uncertainty,median_latent_uncertainty,median_ensemble_disagreement,neighbor_stability,neighbor_label_agreement
pbmc10k_to_pbmc5k,totalvi,CD8 Naive,320,48,0.9375,0.8256880733944955,0.0625,0.08186230063438416,,0.07374659180641174,0.12715269533204315,0.7761111111111111
pbmc10k_to_pbmc5k,totalvi,CD8 TCM,77,34,0.23529411764705882,0.36363636363636365,0.7647058823529411,0.5000830888748169,,0.12973731756210327,0.13422209435526306,0.1341176470588235
pbmc10k_to_pbmc5k,totalvi,CD8 TEM,246,147,0.891156462585034,0.8343949044585988,0.10884353741496598,0.20177358388900757,,0.10012108087539673,0.13900314317595472,0.5038548752834466
pbmc10k_to_pbmc5k,totalvi,Eryth,144,86,0.5697674418604651,0.5833333333333334,0.43023255813953487,0.20751821994781494,,0.03990745544433594,0.17470089506613318,0.4159689922480621
pbmc10k_to_pbmc5k,totalvi,ILC,65,98,0.07142857142857142,0.12962962962962962,0.9285714285714286,0.3580667972564697,,0.0713394284248352,0.16853726441597106,0.09034013605442175
pbmc10k_to_pbmc5k,totalvi,MAIT,356,24,0.7916666666666666,0.4175824175824176,0.20833333333333334,0.17211616039276123,,0.06226232647895813,0.12902422354401955,0.7761111111111112
pbmc10k_to_pbmc5k,totalvi,NK,760,251,0.9960159362549801,0.9505703422053232,0.00398406374501992,0.0044890642166137695,,0.002159964293241501,0.096510131427921,0.9905976095617529
pbmc10k_to_pbmc5k,totalvi,NK_CD56bright,35,30,0.4,0.5714285714285714,0.6,0.3100987374782562,,0.08877107501029968,0.22795507414370356,0.41955555555555546
pbmc10k_to_pbmc5k,totalvi,Treg,241,59,0.2033898305084746,0.3287671232876712,0.7966101694915254,0.41600167751312256,,0.0840221643447876,0.1735876321828628,0.2946892655367231
pbmc10k_to_pbmc5k,totalvi,cDC2,135,125,0.856,0.9224137931034483,0.144,0.005095124244689941,,0.0010602418333292007,0.19737048740995716,0.7407999999999999
pbmc10k_to_pbmc5k,totalvi,dnT,76,14,0.0,0.0,1.0,0.342492938041687,,0.08432847261428833,0.10671820160040335,0.05714285714285715
pbmc10k_to_pbmc5k,totalvi,gdT,59,71,0.07042253521126761,0.11904761904761904,0.9295774647887324,0.39627206325531006,,0.12638479471206665,0.12644894597393697,0.12037558685446009
pbmc10k_to_pbmc5k,totalvi,pDC,24,23,1.0,0.9787234042553191,0.0,0.02585965394973755,,0.007790312170982361,0.6452233993696067,0.9889855072463768
pbmc5k_to_pbmc10k,scvi_matched,B intermediate,66,68,0.6470588235294118,0.6111111111111112,0.35294117647058826,0.3544582426548004,,0.05937004089355469,0.3456235795807071,0.3786274509803921
pbmc5k_to_pbmc10k,scvi_matched,B memory,79,99,0.6666666666666666,0.7674418604651163,0.3333333333333333,0.3853113055229187,,0.038917362689971924,0.3035696525286898,0.45131313131313133
pbmc5k_to_pbmc10k,scvi_matched,B naive,128,315,0.9904761904761905,0.964451313755796,0.009523809523809525,0.023329198360443115,,0.007254444062709808,0.3743192509175177,0.8856719576719577
pbmc5k_to_pbmc10k,scvi_matched,CD14 Mono,937,1237,0.9878738884397736,0.9618260527351437,0.012126111560226353,0.017064452171325684,,0.002988159656524658,0.3064852680031786,0.9203880355699272
pbmc5k_to_pbmc10k,scvi_matched,CD16 Mono,131,103,0.941747572815534,0.9603960396039604,0.05825242718446602,0.0003350973129272461,,0.0006125136278569698,0.37693449260337086,0.8972168284789642
pbmc5k_to_pbmc10k,scvi_matched,CD4 CTL,41,24,0.0,0.0,1.0,0.4429514706134796,,0.1536610722541809,0.28450055132879837,0.19000000000000003
pbmc5k_to_pbmc10k,scvi_matched,CD4 Naive,378,795,0.9748427672955975,0.8170795993674222,0.025157232704402517,0.1065753698348999,,0.024083316326141357,0.3355837671795764,0.8624570230607966
pbmc5k_to_pbmc10k,scvi_matched,CD4 TCM,327,580,0.6931034482758621,0.7342465753424657,0.30689655172413793,0.38792747259140015,,0.049164026975631714,0.3048352888121209,0.3890574712643678
pbmc5k_to_pbmc10k,scvi_matched,CD4 TEM,272,281,0.6868327402135231,0.5651537335285505,0.31316725978647686,0.3710038661956787,,0.08922064304351807,0.2768756802857532,0.569632265717675
pbmc5k_to_pbmc10k,scvi_matched,CD8 Naive,48,320,0.38125,0.5269978401727862,0.61875,0.3266504406929016,,0.07578107714653015,0.3233150584228174,0.10833333333333335
pbmc5k_to_pbmc10k,scvi_matched,CD8 TCM,34,77,0.09090909090909091,0.15384615384615385,0.9090909090909091,0.47155749797821045,,0.0968468189239502,0.26807224075949593,0.037575757575757575
pbmc5k_to_pbmc10k,scvi_matched,CD8 TEM,147,246,0.8373983739837398,0.8223552894211577,0.16260162601626016,0.2882038354873657,,0.06625482439994812,0.26234499687180807,0.5370731707317074
pbmc5k_to_pbmc10k,scvi_matched,Eryth,86,144,0.7013888888888888,0.7829457364341085,0.2986111111111111,0.23623648285865784,,0.018509313464164734,0.38007482822393723,0.6127777777777779
pbmc5k_to_pbmc10k,scvi_matched,ILC,98,65,0.16923076923076924,0.2558139534883721,0.8307692307692308,0.42977672815322876,,0.1027078628540039,0.26573981443899714,0.14420512820512818
pbmc5k_to_pbmc10k,scvi_matched,MAIT,24,356,0.0702247191011236,0.13123359580052493,0.9297752808988764,0.5346847772598267,,0.22643649578094482,0.16663139048316505,0.038651685393258424
pbmc5k_to_pbmc10k,scvi_matched,NK,251,760,0.9960526315789474,0.9876060013046314,0.003947368421052632,0.013934731483459473,,0.012445684522390366,0.184894527279995,0.926421052631579
pbmc5k_to_pbmc10k,scvi_matched,NK_CD56bright,30,35,0.8571428571428571,0.8823529411764706,0.14285714285714285,0.12048733234405518,,0.16114872694015503,0.21449622833669907,0.23390476190476187
pbmc5k_to_pbmc10k,scvi_matched,Treg,59,241,0.5518672199170125,0.49812734082397003,0.44813278008298757,0.3426936864852905,,0.053151071071624756,0.32173001732892453,0.17681881051175655
pbmc5k_to_pbmc10k,scvi_matched,cDC2,125,135,0.7407407407407407,0.8438818565400844,0.25925925925925924,0.016090035438537598,,0.010528132319450378,0.31214873986574926,0.6858271604938271
pbmc5k_to_pbmc10k,scvi_matched,gdT,71,59,0.5423728813559322,0.19875776397515527,0.4576271186440678,0.4870467185974121,,0.14399045705795288,0.23341510104231333,0.10802259887005651
pbmc5k_to_pbmc10k,scvi_matched,pDC,23,24,1.0,0.9795918367346939,0.0,0.01953423023223877,,0.01316855102777481,0.7933577817091749,0.9983333333333334
pbmc5k_to_pbmc10k,totalvi,B intermediate,66,68,0.058823529411764705,0.10256410256410256,0.9411764705882353,0.3167542517185211,,0.11565345525741577,0.22355412892196747,0.3292156862745098
pbmc5k_to_pbmc10k,totalvi,B memory,79,99,0.9595959595959596,0.7509881422924901,0.04040404040404041,0.09817260503768921,,0.07663583755493164,0.24000752023635316,0.6572390572390572
pbmc5k_to_pbmc10k,totalvi,B naive,128,315,0.9650793650793651,0.9605055292259084,0.03492063492063492,0.020615220069885254,,0.01875413954257965,0.2688786326816483,0.9132698412698413
pbmc5k_to_pbmc10k,totalvi,CD14 Mono,937,1237,0.9830234438156831,0.9627870150435471,0.016976556184316895,0.010752856731414795,,0.015227675437927246,0.1671419418938068,0.9120237132848288
pbmc5k_to_pbmc10k,totalvi,CD16 Mono,131,103,0.970873786407767,0.9615384615384616,0.02912621359223301,0.0004253983497619629,,0.0005343910306692123,0.3116295487257437,0.9062783171521034
pbmc5k_to_pbmc10k,totalvi,CD4 CTL,41,24,0.0,0.0,1.0,0.47952380776405334,,0.13307303190231323,0.17313302642856612,0.215
pbmc5k_to_pbmc10k,totalvi,CD4 Naive,378,795,0.9408805031446541,0.8404494382022472,0.05911949685534591,0.16842132806777954,,0.04854166507720947,0.16692881070764973,0.7970482180293501
pbmc5k_to_pbmc10k,totalvi,CD4 TCM,327,580,0.8293103448275863,0.7411402157164869,0.1706896551724138,0.26513445377349854,,0.06956657767295837,0.18735454149666803,0.527655172413793
pbmc5k_to_pbmc10k,totalvi,CD4 TEM,272,281,0.8612099644128114,0.555045871559633,0.1387900355871886,0.22396159172058105,,0.0627439022064209,0.1712940906988007,0.6117674970344009
pbmc5k_to_pbmc10k,totalvi,CD8 Naive,48,320,0.475,0.6373165618448637,0.525,0.4570195972919464,,0.13260653614997864,0.1896741745870245,0.255625
pbmc5k_to_pbmc10k,totalvi,CD8 TCM,34,77,0.09090909090909091,0.14893617021276595,0.9090909090909091,0.5225258469581604,,0.14244836568832397,0.15666792737749913,0.12987012987012986
pbmc5k_to_pbmc10k,totalvi,CD8 TEM,147,246,0.8780487804878049,0.8588469184890656,0.12195121951219512,0.10200479626655579,,0.06680262088775635,0.2191649735546353,0.6517615176151763
pbmc5k_to_pbmc10k,totalvi,Eryth,86,144,0.6736111111111112,0.749034749034749,0.3263888888888889,0.20341995358467102,,0.06927090883255005,0.2882552279725568,0.597962962962963
pbmc5k_to_pbmc10k,totalvi,ILC,98,65,0.26153846153846155,0.3695652173913043,0.7384615384615385,0.3694987893104553,,0.10544776916503906,0.1681368996259709,0.1694358974358974
pbmc5k_to_pbmc10k,totalvi,MAIT,24,356,0.08707865168539326,0.16020671834625322,0.9129213483146067,0.5118255615234375,,0.1142730712890625,0.20741283344987405,0.258501872659176
pbmc5k_to_pbmc10k,totalvi,NK,251,760,0.9723684210526315,0.9846768820786143,0.02763157894736842,0.11965832114219666,,0.22991019487380981,0.17429040496872023,0.914438596491228
pbmc5k_to_pbmc10k,totalvi,NK_CD56bright,30,35,0.6571428571428571,0.7540983606557377,0.34285714285714286,0.4148671627044678,,0.17421400547027588,0.27590244791236374,0.3779047619047619
pbmc5k_to_pbmc10k,totalvi,Treg,59,241,0.17842323651452283,0.2895622895622896,0.8215767634854771,0.41270017623901367,,0.09394586086273193,0.2297434035052845,0.22329183955739973
pbmc5k_to_pbmc10k,totalvi,cDC2,125,135,0.8148148148148148,0.8979591836734694,0.18518518518518517,0.012123465538024902,,0.00815282016992569,0.2862910153749646,0.7361975308641976
pbmc5k_to_pbmc10k,totalvi,gdT,71,59,0.5084745762711864,0.2054794520547945,0.4915254237288136,0.5507979393005371,,0.14667284488677979,0.16023822603054177,0.16293785310734465
pbmc5k_to_pbmc10k,totalvi,pDC,23,24,1.0,1.0,0.0,0.030175358057022095,,0.027657970786094666,0.6746639884023785,0.9916666666666668
